probe	chr	position	unadjusted_interaction_m	unadjusted_se	unadjusted_p	unadjusted_hc3_se	unadjusted_hc3_p	unadjusted_cluster_se	unadjusted_cluster_p	unadjusted_interaction_beta	cell_adjusted_interaction_m	cell_adjusted_se	cell_adjusted_p	cell_adjusted_hc3_se	cell_adjusted_hc3_p	cell_adjusted_cluster_se	cell_adjusted_cluster_p	cell_adjusted_interaction_beta	fully_adjusted_interaction_m	fully_adjusted_se	fully_adjusted_p	fully_adjusted_hc3_se	fully_adjusted_hc3_p	fully_adjusted_cluster_se	fully_adjusted_cluster_p	fully_adjusted_interaction_beta	fully_adjusted_linear_age_interaction_m	fully_adjusted_linear_age_se	fully_adjusted_linear_age_p	fully_adjusted_linear_age_hc3_se	fully_adjusted_linear_age_hc3_p	fully_adjusted_linear_age_cluster_se	fully_adjusted_linear_age_cluster_p	fully_adjusted_linear_age_interaction_beta	unadjusted_fdr	unadjusted_hc3_fdr	unadjusted_cluster_fdr	cell_adjusted_fdr	cell_adjusted_hc3_fdr	cell_adjusted_cluster_fdr	fully_adjusted_fdr	fully_adjusted_hc3_fdr	fully_adjusted_cluster_fdr	fully_adjusted_linear_age_fdr	fully_adjusted_linear_age_hc3_fdr	fully_adjusted_linear_age_cluster_fdr
cg11311053	12	124427503.0	-0.08172240831059163	0.020572908953193116	7.827913213806588e-05	0.020853616310289324	9.739148060423991e-05	0.021014474089946514	0.0002513513447242825	-0.009415063584848022	-0.05342913310953787	0.017350479951669155	0.0021530071591992456	0.018303125556521072	0.003619672990447944	0.017650674283005405	0.00361480501041041	-0.006211985102809528	-0.05355387831217299	0.016345022015810624	0.00110732580018663	0.017667680328495874	0.002533321389919595	0.01847437846309393	0.0051986832675920604	-0.006177549112248867	-0.0025624229399415447	0.000780822576523711	0.001087315117259187	0.0008443980297658881	0.002505035137630344	0.0008842532755126718	0.00521296328256005	-0.0002956769468956962	0.11236192178809476	0.1729053319887107	0.23476055194491938	0.5751316822438832	0.8276112937654644	0.8250227633225801	0.429747516181155	0.9999575136988024	0.9999560135595468	0.42781943175309267	0.9999146174698702	0.9999316749064227
cg09044186	11	116790672.0	0.1731946564813499	0.0488161262875883	0.00041332619756761265	0.05145544154865237	0.000803108003065426	0.057505719842976366	0.003776306245929294	0.010788673844928095	0.14610174000243822	0.046481207595124294	0.0017394343961125351	0.04910113241366649	0.0030227868916363784	0.05241834860570304	0.007077450518677651	0.009698718323032946	0.16208954373914275	0.048023610088484214	0.0007817078513056834	0.05347561159323805	0.002534023207489512	0.05692117207391556	0.00599469261942593	0.010042239761099697	0.007736228046561331	0.0022944344163166653	0.0007914456456140835	0.002556490992553685	0.002575541641991107	0.0027245824185343132	0.006132098702342832	0.000479151738571747	0.21231905866752657	0.3265997606490867	0.4701374107852093	0.5635837878802016	0.8259355573115673	0.8424523148494593	0.40104188742087254	0.9999575136988024	0.9999560135595468	0.4010763197351859	0.9999146174698702	0.9999316749064227
cg22603982	19	48589109.0	0.11141569992323613	0.033736258043008845	0.0010050936299196556	0.03084569108293848	0.0003247619538665018	0.02035689026342908	8.788934427464024e-07	0.0069231574340074585	0.11549593795996105	0.033944709519332976	0.0007047146614063457	0.03114629804239095	0.0002248079796000203	0.02120346474417192	9.69989189276771e-07	0.007280312172266249	0.09336143111018895	0.031078541294851325	0.002767061054136547	0.03080844543891218	0.002539891222418182	0.02521775031002129	0.00046154268121020376	0.006163525916972229	0.004453891958526742	0.0014846966744449287	0.00280479431311021	0.0014719015541490032	0.002576951142314297	0.0012034840566002537	0.0004635931676765381	0.0002939622014894423	0.2789590896603866	0.24571610835877422	0.023717408295681135	0.4922296646046067	0.5702761030898944	0.043422273424167754	0.5338891780049213	0.9999575136988024	0.8106217262010138	0.532867178599784	0.9999146174698702	0.8123577194442084
cg04609635	2	24175826.0	0.04273115606909218	0.02277695325985525	0.06104723821107758	0.022814683176476596	0.0614750847546545	0.021191198152445	0.048160905180543334	0.0019903064092622637	0.05178899336016207	0.022954443023485475	0.024359559664059335	0.02342261173705707	0.02734461639385386	0.021419160280639116	0.01861326176720806	0.002449429287515208	0.06776696783815947	0.02108502271291444	0.0013741213400503365	0.02236403514774688	0.0025416173356343323	0.020433956279353904	0.001539600812390853	0.003050539010789872	0.003241403120732873	0.0010072315912235611	0.0013547281742383817	0.0010685762606476084	0.0025151242601418023	0.0009760851359642397	0.001519087418658387	0.0001459334084972562	0.6941064639980511	0.7634555204099931	0.7194067004707112	0.7529563702329494	0.8999932531887502	0.8624520559145407	0.4585498420359401	0.9999575136988024	0.9999560135595468	0.4563614402773356	0.9999146174698702	0.9999316749064227
cg20508508	17	50396396.0	-0.11172592143284497	0.029526724999790657	0.000167142764845796	0.03009124144840121	0.00022061269698933105	0.02813020440786786	0.00019098280645259556	-0.01092074555865684	-0.05394090444734735	0.02220852686073965	0.015391083147320357	0.022279707837292124	0.015720807093879772	0.022804467334639734	0.021207288218014694	-0.005307360415684722	-0.0656151586114742	0.021024821771112846	0.0018836268454727604	0.021655613446360748	0.002543597402804427	0.022877127639766112	0.005662729865980763	-0.0064042078732631106	-0.0031328534456733126	0.00100485620549543	0.001903437512212702	0.001036058697363954	0.0025948682109412013	0.0010956261416575253	0.005801797599598668	-0.00030561933939150267	0.15501414143536985	0.22158875763134586	0.20837356696577086	0.7252259995758503	0.8831375140686103	0.8707662023137236	0.4942995158866696	0.9999575136988024	0.9999560135595468	0.4945263687407509	0.9999146174698702	0.9999316749064227
cg21173239	12	96193165.0	-0.051726784737576983	0.021201450679028414	0.014935010315661506	0.021317305250951858	0.015487387930807006	0.02404687541949156	0.03543958343992647	-0.00368043607388438	-0.06786839068806465	0.020720196070462507	0.0011053764531142453	0.021382756909265492	0.0015676400721096552	0.025122177484917036	0.008924297852833794	-0.005238386238960547	-0.07055130232142548	0.020413469568286383	0.0005838796443528654	0.023286773962461	0.002545798373068998	0.02470407707025237	0.005859388031625592	-0.0054381069181944335	-0.0033671902381618365	0.0009752165551411813	0.0005910522663719559	0.0011128818204556913	0.0025794288903976223	0.0011807065132401317	0.005924910031682881	-0.0002595375931486143	0.5324037685941343	0.6184062871771144	0.6849675022587397	0.5232338900454596	0.7625502990048147	0.8467010775793248	0.36986309823868946	0.9999575136988024	0.9999560135595468	0.3694248447779572	0.9999146174698702	0.9999316749064227
cg01487195	10	86769816.0	-0.05939250779086129	0.016537814654014896	0.00035121386091468087	0.017272117626091626	0.0006180707191588231	0.01785497657543172	0.0014936894112739666	-0.003986441742285053	-0.04860131014517482	0.01648558011704602	0.0033006880564764593	0.01737395779455495	0.005289693750517251	0.01766620007935545	0.0078086087352209075	-0.003301196696908505	-0.052170001259149196	0.01533623257604719	0.0007108058062807106	0.017221882879321915	0.0025490165088785386	0.01813684415205618	0.005533329665323488	-0.0035169757086494866	-0.0024898083662990575	0.0007326471233035883	0.0007194763893054046	0.0008226135264348405	0.0025705671540187766	0.0008657715183581096	0.005543183422949637	-0.00016787780442181028	0.2004858359299932	0.31146050002482073	0.380743124032563	0.611879525697571	0.8573191498176632	0.8467010775793248	0.39079359721882073	0.9999575136988024	0.9999560135595468	0.39427657462521937	0.9999146174698702	0.9999316749064227
cg05242523	19	51085493.0	-0.07077434541232291	0.02294211652141248	0.0021135242510734752	0.021573617738294273	0.0010854263738292074	0.025183183928622052	0.006642592701567715	-0.005398750237781417	-0.06597477110296977	0.022937158181164423	0.004142249524677776	0.021751797691934145	0.0025077759726064757	0.024865767994736835	0.010150165162846133	-0.005063161204976938	-0.07089240886057681	0.02281085217220136	0.0019672243757651213	0.023404482140359506	0.002551310335708786	0.02564711963051422	0.007536767338860465	-0.005616332857556267	-0.003394131581331154	0.0010897010716694998	0.0019224601483448728	0.0011182298753855287	0.0024996636227208086	0.0012242894443178834	0.007370903815386432	-0.00026888183526305827	0.3380408927199069	0.3553041666214495	0.5185416633414069	0.6357824854112676	0.8158429117012842	0.8492473102059188	0.49865550280793763	0.9999575136988024	0.9999560135595468	0.4945263687407509	0.9999146174698702	0.9999316749064227
cg08670530	4	7041167.0	-0.10171981979980932	0.027322959719645473	0.00021223985218769473	0.028605779396765806	0.0004011290577534173	0.03057749417451511	0.0014926036887309947	-0.004970361274847353	-0.10011546483788539	0.027262513018824788	0.00025820078479357885	0.02863231148163296	0.0005001527160234289	0.03156783468582043	0.0023743582640297595	-0.0050229395977171905	-0.08677949487453027	0.027147716311859818	0.001458459445853109	0.02865159444024549	0.0025531907623890437	0.03070952080237089	0.006366528426275498	-0.004443087126635896	-0.004159231028279422	0.0012968235391942007	0.0014062091175977255	0.0013691174285540028	0.0024783374884341414	0.0014683433536469904	0.006248583374683871	-0.00021294832622069837	0.16944986999623599	0.2682107971815865	0.3807402502006251	0.37595427435647205	0.6794304623686471	0.800146813440339	0.4628183377493848	0.9999575136988024	0.9999560135595468	0.46109765406513287	0.9999146174698702	0.9999316749064227
cg24574692	2	240987191.0	-0.042865904580126075	0.014361685529163332	0.002933639479817299	0.014530306257218227	0.003279010792092821	0.014110216827257173	0.0035033049362755645	-0.007327208143572483	-0.02511522212761129	0.00836604312991652	0.00277452168655509	0.008486419615072951	0.0031829288401001975	0.007517206543146531	0.001428730498977764	-0.0042873402944098495	-0.025241065979475584	0.007580974501751779	0.0009193282266722877	0.008333730279363778	0.0025531948927605985	0.0076358231838035305	0.0015906063173794442	-0.004293375302152102	-0.0012056095133036004	0.00036218150756603694	0.0009218753610021997	0.0003982856011886932	0.0025681152391936178	0.00036521454621579844	0.0016124290718168858	-0.00020507308364015072	0.36979559934820483	0.462872627794097	0.4634091159337289	0.6028116505723614	0.8276112937654644	0.7395670397022769	0.4134612970550654	0.9999575136988024	0.9999560135595468	0.4119623078798552	0.9999146174698702	0.9999316749064227
cg02304370	11	587926.0	-0.06372474195900668	0.01925327687032164	0.000979758065447329	0.020790209943337818	0.002256472462515788	0.020531634303875987	0.002895666893128588	-0.010930535661340574	-0.04423574968148168	0.018128689392264398	0.014923531031867998	0.019527730063865132	0.023791886372201147	0.019899898822179796	0.02993772935215497	-0.0075945751835070855	-0.06323204317960462	0.018003082899645577	0.00047518175134604596	0.02088374753276112	0.002561308748162277	0.022398757957011566	0.0064158354059655675	-0.0108395722269956	-0.0030180533412717202	0.0008600227014862862	0.00048050413482707033	0.0009981276030121672	0.0025957439526911657	0.0010696961808229766	0.006444220372957944	-0.0005173676083980234	0.27560070118552205	0.4208566143304484	0.44412550345885204	0.7233207015137245	0.8976137361183888	0.8869810588221004	0.36311468581727885	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg23210521	4	94759263.0	0.08265935305032857	0.029364189500644764	0.00501050129554144	0.032161353843809415	0.010364171469854522	0.03314902201841517	0.015374359593704479	0.007917026199235549	0.08942813538273134	0.029289881056708662	0.0023474673845438683	0.032317888205707974	0.005800191370206783	0.03314867701086377	0.009014250059377567	0.00853393817230111	0.10572657576828481	0.0297655110360195	0.0004101214360089078	0.03491902024298864	0.0025616969553171358	0.03320274182000207	0.0022860457728063025	0.009996277537435191	0.005058069807562357	0.0014220283112842383	0.00040260824492118847	0.0016677389248503805	0.0025191886825012555	0.0015882673675270585	0.00228351983057953	0.000478135247256777	0.42237742649388216	0.5769792345021204	0.5983307714816161	0.5905702149428732	0.8573191498176632	0.8467010775793248	0.3562450326866818	0.9999575136988024	0.9999560135595468	0.35505222920246937	0.9999146174698702	0.9999316749064227
cg20612002	15	48178059.0	-0.034631702056565655	0.016741060686568072	0.03893117543981675	0.017880204517248754	0.0531489485424351	0.016082717731230788	0.03525322472996651	-0.002495359846479575	-0.04205505537937535	0.016743518576648787	0.012232128421683442	0.018142123914418145	0.02072382758218978	0.015144318680925894	0.007278625868696506	-0.002884960385053489	-0.05195537179083552	0.015600700560704742	0.0009167513479133352	0.017160067737851024	0.0025623179229753972	0.017078905600340828	0.003461766632200131	-0.0034533287061616793	-0.0024804662734132584	0.0007452465007719787	0.0009230483611650983	0.0008198087472929329	0.00257930159355974	0.0008162917330627327	0.0034955840190555604	-0.0001648459170729126	0.6438945366135612	0.7494462171637122	0.6844079647899297	0.7120654096287651	0.8887080694557365	0.843642490346456	0.4134612970550654	0.9999575136988024	0.9999560135595468	0.4119623078798552	0.9999146174698702	0.9999316749064227
cg09054528	16	88755134.0	-0.0934770150793245	0.023417033942506344	7.223691078558504e-05	0.024166451307648742	0.00011957872797612632	0.023922764875671302	0.0002363947338762537	-0.0095483779733617	-0.08553408492034015	0.02334097834744459	0.00026597624393828896	0.024238537548493706	0.0004438924739163317	0.02305968701850709	0.00045121584200911676	-0.008763899186002268	-0.07144782226179672	0.021460458874380337	0.000920141175984671	0.023609867961172443	0.0025749307276135666	0.02253822117669715	0.0023839402063089757	-0.007397638525287752	-0.003416427294829793	0.0010251560644993713	0.0009094333175260135	0.0011281335327020013	0.0025564837939256466	0.001077181864395873	0.0023729890156190046	-0.0003537109922886349	0.10826421933533818	0.18458169647746428	0.22946899175691032	0.38178248918465396	0.6778045318043078	0.6186065970840329	0.4134612970550654	0.9999575136988024	0.9999560135595468	0.41183476495251586	0.9999146174698702	0.9999316749064227
cg25744767	7	80134862.0	-0.09726138159750738	0.0532755266466341	0.06831728898543224	0.05370506829636799	0.07055028405733556	0.06349147742704377	0.13072197301898425	-0.009328561913174549	-0.12331676970440747	0.044749915217826515	0.0060049845174561176	0.04676669733608791	0.00854841981907486	0.055229775617508865	0.029242953059651987	-0.012303561854118938	-0.15001275268234843	0.04416599048503397	0.0007241567055746423	0.04958068626695048	0.0025796022594569124	0.05996729019496292	0.015063274591578309	-0.01473706412633565	-0.007144425618888992	0.002111926728117455	0.0007605186731812044	0.002370540363328478	0.002680524078582303	0.002868607109794758	0.01549288775586636	-0.0007029474843639159	0.7067643702291845	0.7773751775617377	0.8176127582724028	0.6596860479430592	0.8712142145333529	0.8860241081222442	0.39079359721882073	0.9999575136988024	0.9999560135595468	0.39478197229730244	0.9999146174698702	0.9999316749064227
cg10942056	1	222928506.0	0.02749025226297859	0.021601786579541066	0.20357096198172664	0.023037514833043112	0.23314928017173642	0.024758715288714497	0.2712161739529467	0.0016280180034425884	0.04598228204701179	0.020213052305946753	0.02320631478101077	0.021581126765138063	0.03345451781337581	0.0210176458280987	0.0325259501743164	0.0026401377404489945	0.06480618055874188	0.01917128696626752	0.0007673964264085125	0.021420161084865746	0.002580888729581111	0.020330087337038484	0.0022629988864576967	0.0036509424616474537	0.003102709082865632	0.00091579930067769	0.0007468020079829061	0.0010228916123297682	0.0025160475418688527	0.0009710356375564869	0.0022129093045602857	0.00017464727800109762	0.829691971632652	0.8837296103734629	0.8907583218321339	0.7505529112644691	0.90366880157135	0.8869810588221004	0.3965789680200669	0.9999575136988024	0.9999560135595468	0.3944408172847537	0.9999146174698702	0.9999316749064227
cg24862443	7	128256806.0	-0.06679649649147043	0.020732686350689283	0.001330827451663924	0.02087780242090281	0.0014370841071221602	0.023547399555771644	0.0061785978943019425	-0.002643907723594279	-0.06666110574354162	0.0206748883629438	0.001320015224113265	0.02086165309852596	0.001457360494817416	0.022928641702713293	0.005076282509566448	-0.0026251102863326633	-0.05973900865066123	0.019114483494400147	0.0018555694989321162	0.01974563298604288	0.002581283993894885	0.019976218404044233	0.004012869743470846	-0.0023539198333000153	-0.002853016450378289	0.0009131842339672286	0.0018622677038716757	0.0009435675989740101	0.0025963086699355826	0.0009540543519731544	0.004013938878602113	-0.00011248792403748269	0.3024725822084365	0.38311237122888775	0.5133804060571965	0.5343197224622397	0.7501632442810329	0.8326897594526024	0.4942995158866696	0.9999575136988024	0.9999560135595468	0.49368776565271333	0.9999146174698702	0.9999316749064227
cg19717347	12	128820411.0	-0.09143466621785636	0.031120561326901823	0.0034073301301162065	0.030892494435681307	0.0031790713179022712	0.03151861379019052	0.005167437261058717	-0.015509596042748496	-0.034567430338283786	0.011807219438868127	0.0035230415356580004	0.011786536587271556	0.003465956334936003	0.009180177294025227	0.00037631416109773193	-0.0058854825884038535	-0.03695057217961473	0.01154865165238258	0.001443649708478198	0.012214931952853602	0.002584617492884848	0.009282187054273881	0.00018530011083590903	-0.006282614463065353	-0.001765344028765976	0.0005517030440071782	0.0014424122559964553	0.0005837600723519016	0.002592558440054476	0.0004429950262418047	0.00018271253996839679	-0.0003001768709722417	0.38622784631690404	0.45827422552508373	0.49595177822136016	0.620769088757991	0.8276112937654644	0.6089818891669874	0.4628183377493848	0.9999575136988024	0.7109706694167777	0.4630165528446443	0.9999146174698702	0.709899985717773
cg20509869	2	219510883.0	0.1445827297141936	0.044106615253933334	0.001095205276328502	0.048450428317958656	0.0029393581749819413	0.053547345833184205	0.008958834108309496	0.023105297400495654	0.16082501407338212	0.04391421724578494	0.00026832361486149527	0.04874336888600401	0.0010165230755560144	0.05286177864958192	0.0034588769414773328	0.025699900871365484	0.16035173942774514	0.045585990890759376	0.00046600875086226545	0.05301434880948507	0.002587545473589082	0.05799945417654276	0.007525219523232602	0.025628289194881523	0.007666377290132479	0.0021778041386615503	0.0004614363190839842	0.0025342229889884454	0.0025837229079290107	0.002774703723164125	0.0075612506477040955	0.001225570711227288	0.2887402693184913	0.4493114153448494	0.5439232490098175	0.3837909462702496	0.7152483846604266	0.8237939144125507	0.36311468581727885	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg16477611	16	50862163.0	-0.06714217129194325	0.029196707664322755	0.021751430595025517	0.030587504856035837	0.028473819218359137	0.03158582507518463	0.03758453716847884	-0.005079822537551661	-0.07666990304724769	0.025055215741006907	0.0022952794131977533	0.026254992196483473	0.0036073383379394623	0.026720032280618308	0.005643500757950442	-0.005957136301658007	-0.08182703654488882	0.024801690813271694	0.0010226022996846344	0.02705370454072017	0.0025881425236358104	0.026850511028780052	0.003408087600499793	-0.00635319191875788	-0.0039069960229104785	0.0011850579142070627	0.0010311263836844519	0.0012924134215398645	0.0026015990853294276	0.001282493892977926	0.003418895265396167	-0.0003034817225400774	0.5768941374647468	0.6856373281542908	0.6920926989658981	0.5876597638914777	0.8276112937654644	0.8326897594526024	0.4210905663003513	0.9999575136988024	0.9999560135595468	0.41955416498280984	0.9999146174698702	0.9999316749064227
cg20383299	3	115785117.0	-0.06535212278481074	0.032414356745753846	0.04415291406853908	0.030274511508196867	0.03120470969411407	0.03054650408169919	0.03641075287786603	-0.0031348832675922025	-0.0738480247141941	0.031459050237791775	0.019173131827191506	0.029706091890182296	0.013146153702878827	0.026804972851619112	0.007726024008691171	-0.0035173685373445854	-0.07639919494520336	0.024402461752546345	0.0018218548849523327	0.02526143564270211	0.0025904537342913525	0.025741725821964923	0.004279139189908896	-0.0036237654032038906	-0.003660497876248293	0.0011657056364239864	0.0017655027045986175	0.001207012779439188	0.002520824829277268	0.0012315030386778935	0.004225195354043603	-0.000173597022027403	0.6590099194471037	0.6947487884644868	0.6891253270770241	0.735685536395481	0.8751202813279523	0.8467010775793248	0.49195490987553275	0.9999575136988024	0.9999560135595468	0.485163259521753	0.9999146174698702	0.9999316749064227
cg08036333	12	115945181.0	-0.10109243943477735	0.0339451054273339	0.0029970090597519995	0.03365431682941633	0.002757681159485331	0.02922688697531752	0.0009950819837329376	-0.003560063571716461	-0.10958658604759025	0.033351093155349856	0.0010660365347276847	0.0326679980658947	0.0008365820321145386	0.03004726384885715	0.000550536391710071	-0.003917332956614969	-0.09875357685391635	0.031243831316233803	0.0016471627171860588	0.03265338723805253	0.0025908157724246587	0.028669568095480526	0.0010402473645024083	-0.003508134275381665	-0.004723048667397613	0.0014925561841058995	0.001626878138461194	0.0015589909407013115	0.0025467768398790766	0.0013696364982079198	0.0010279284307066125	-0.00016781889324077662	0.3728144800963717	0.4449376366973471	0.3450701054962304	0.5232338900454596	0.7095480377215632	0.6398553132680356	0.47953468565377605	0.9999575136988024	0.9569851361779199	0.47823719209930093	0.9999146174698702	0.956235101380295
cg19466590	7	148698961.0	0.14991288510081086	0.06039730833704468	0.013285996357349568	0.06075371357880317	0.013833996342981427	0.05767259688084608	0.01169698347870529	0.001954055233043112	0.15567132123086758	0.06079063010497369	0.010646581017713281	0.06145973647323429	0.011523581516331862	0.05901299209411603	0.010570014114389532	0.0021712052861320597	0.15100966936958127	0.046234503290945486	0.001147699121744446	0.04993596380637508	0.002592772923599367	0.05063538890493906	0.004107806530770853	0.0019370315847694285	0.0072037029575082925	0.002208734661387533	0.001166606808428872	0.0023861234274751876	0.002635918851500411	0.0024200956532903417	0.004174646007726591	9.243754887290182e-05	0.5196048230008125	0.6085744242451508	0.5743255778094085	0.7020621772899013	0.8712142145333529	0.8500055558327552	0.43785965466265986	0.9999575136988024	0.9999560135595468	0.4424630251320597	0.9999146174698702	0.9999316749064227
cg18693051	19	1161801.0	-0.11033271277637438	0.027031444358440897	4.968878333136902e-05	0.026535081066685708	3.594665696966386e-05	0.028407028875740432	0.00025541748670518334	-0.009616619555165115	-0.0823833343653614	0.024292680824502984	0.0007336516842210494	0.02385047150177857	0.0005843328989256726	0.024119148619098155	0.0011370990052082912	-0.007172712007714866	-0.07651510945677407	0.024089490361315975	0.001562668483194303	0.02530457271922728	0.0025953111334465454	0.025356224896989313	0.0037138367155814564	-0.006795265582715083	-0.0036740939360187393	0.0011507510960910422	0.001477421962715403	0.0012085751578117653	0.0024611334894112844	0.0012110774275600328	0.0035458085505167803	-0.00032635760784638097	0.09427783970696695	0.11032699765940257	0.2360471610068133	0.4925946839903084	0.6875814646099725	0.7168996195162033	0.47345930885691584	0.9999575136988024	0.9999560135595468	0.4653748144764151	0.9999146174698702	0.9999316749064227
cg16431787	6	1081985.0	-0.11615786531615349	0.02795972457378103	3.649184260944538e-05	0.02983811654157153	0.00010817390060585889	0.03220526320554931	0.0006258838867689312	-0.013311642854147484	-0.09918058603519211	0.027633017308335575	0.00035417591302930773	0.030583849741015492	0.0012377378217986327	0.03225719376351852	0.003150686342987183	-0.01136913860526621	-0.09421902458943508	0.02702873365151859	0.0005236790445755414	0.03116206685582926	0.0025974225108625995	0.036790455244446386	0.012927979026990177	-0.010960693410617287	-0.0045015864167843285	0.0012925252587488222	0.000529665797719632	0.0014915263680430814	0.002643574624396994	0.0017587258920895878	0.01297469178572189	-0.0005240444371580361	0.08374959079305361	0.17799575613390806	0.3021890920052132	0.41675694361552984	0.7261035430504271	0.8190901369798509	0.36674113269969094	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg17822955	1	209354146.0	0.06164924083589953	0.023122577360180505	0.007842526656777662	0.023841196965780506	0.009908479293937877	0.02075081674353725	0.004242644029368529	0.009664963062352235	0.06931825257490953	0.02307745345556105	0.002759449931345762	0.023268697517039763	0.0029888196757199754	0.020213004004867	0.0010900825112309966	0.010871372388265646	0.07349476209632057	0.022832940999470697	0.0013516028775930904	0.024308479472876246	0.0025982330257649957	0.021507350858800626	0.0011318235450961326	0.011480228134775852	0.003516344317214743	0.001090737168783565	0.001328505199280614	0.0011617795542730126	0.002570707986003391	0.0010283864349690795	0.0011245634679932102	0.000549253132231997	0.46956788256406046	0.5729583549949374	0.47975192293621133	0.6028116505723614	0.8259355573115673	0.7084109771350625	0.4581928403860516	0.9999575136988024	0.9810341114660555	0.4563614402773356	0.9999146174698702	0.9831623634226687
cg22649991	20	50930706.0	0.07836124784173187	0.02883378067521029	0.006730926287750967	0.02767573906750924	0.004762816624263886	0.02577775293128862	0.003483753368057698	0.0035166330975820084	0.08998972862832369	0.02877180957239893	0.0018327411258019562	0.027548689333481355	0.0011401871725087915	0.024465751976056303	0.000498521916248181	0.0041503470429437896	0.08035024715627426	0.02680434245639211	0.002824915678685133	0.026577919088663658	0.0026001402815673913	0.022072283867414968	0.0005626296885330763	0.0035531310322582206	0.0038328019070199147	0.0012804595490075316	0.0028649857120735507	0.0012698017943637188	0.0026408393675830194	0.0010529546909455773	0.0005631295000621705	0.000169490647998259	0.45060531998757425	0.49834406922935054	0.4629969143634015	0.5702764657932831	0.7227754555524275	0.6296308622207254	0.5338891780049213	0.9999575136988024	0.8360103326260463	0.532867178599784	0.9999146174698702	0.8371657000803727
cg21045915	14	98163037.0	-0.12577549408018465	0.03278004361178173	0.00013542838020435099	0.034493381238761105	0.0002850036402319065	0.03438978413924778	0.000532886684247199	-0.006155499061310691	-0.13276156548431256	0.03277335080118076	5.656430051742022e-05	0.035017132138753085	0.00016239704583459203	0.03465902446581024	0.00030444901304870826	-0.006464252161559421	-0.11835869573346451	0.03254733385716443	0.0002983420644720436	0.03915087055537307	0.0026005822758197517	0.03513943013827798	0.001315008435616753	-0.005816224522219412	-0.005662032714558241	0.0015549050358393704	0.0002928420198328529	0.0018707603737442271	0.002571494070612438	0.0016781104820596617	0.0012919404810156543	-0.00027803896695277	0.14696811266557053	0.24102550217993432	0.2918856166571501	0.25960984175282353	0.5556138735200101	0.5913209338733587	0.32489285517089417	0.9999575136988024	0.9999560135595468	0.3221126937880481	0.9999146174698702	0.9999316749064227
cg12656815	1	156659208.0	-0.06068086677536458	0.015062561938080666	6.203485794894334e-05	0.015372427958232964	8.670595929110763e-05	0.016299263904316075	0.0004317771327040439	-0.010417066597798303	-0.042662882737376444	0.01259615983903579	0.0007450804767498815	0.012962505598927658	0.001046059354565218	0.013556424393118348	0.0025510014019334364	-0.007357088712162474	-0.04308884093309765	0.013018126217925363	0.0009850747197227615	0.01425303339838187	0.00260065530176037	0.014752013906005255	0.004886895720223652	-0.007441420059397935	-0.002059618445044471	0.0006220299855024414	0.0009808862482514596	0.0006814983316325306	0.0026086590489131415	0.0007058052571051796	0.0049250312448401124	-0.0003556942955901287	0.10349450607696001	0.16462338048261843	0.2783058011263392	0.4925946839903084	0.7152483846604266	0.8100358529526835	0.41614877609678635	0.9999575136988024	0.9999560135595468	0.4161341749377317	0.9999146174698702	0.9999316749064227
cg11691429	2	951948.0	0.09823339547877245	0.03696208825518313	0.008041381473239217	0.037777763296954175	0.009504026765384015	0.033545007504374724	0.004784534667237961	0.016861101372387534	0.10094414866691886	0.03706015168490278	0.00661014708689112	0.038857952547250274	0.00957481757582645	0.0346314451759361	0.004970867160072682	0.017295771535270007	0.12247779622005392	0.03804594313576234	0.0013497313137375323	0.04051801219965405	0.0026035039141015376	0.03515972714323448	0.0009219578652532461	0.020989688435892502	0.005832296361066091	0.0018176730884981683	0.001399413578790699	0.0019373140789145536	0.0027096938037828567	0.0016812423552590885	0.0009642333467017812	0.00099955597850475	0.4705780181172665	0.5701718716654176	0.48941012485003255	0.6647045328889729	0.8712142145333529	0.8326897594526024	0.4581928403860516	0.9999575136988024	0.9504452336097909	0.46039597492220247	0.9999146174698702	0.9514528791080519
cg13397359	6	42960737.0	-0.1610140551625428	0.05373283903878607	0.0028235564118936	0.05480270991160363	0.0034074556358570907	0.06146930141533616	0.011097872516708027	-0.010342119012102469	-0.16806847477065795	0.048858312964857244	0.0006154360217160499	0.05031886452448279	0.0008807520224486014	0.058773405943409573	0.005798861953953175	-0.01104989512042847	-0.16531012525743066	0.049956648381850786	0.000987983620431223	0.054690324614943	0.002604701236488063	0.06372503055205492	0.011859061901416857	-0.010400471716694568	-0.007911320197713973	0.0023858402790815606	0.0009643941022102881	0.0026119829471264416	0.0025525922499293075	0.0030452373308156953	0.011741316625162741	-0.0004975315450444444	0.365386072594478	0.46707933978300353	0.5693208605109467	0.47703705721750767	0.7132152365915807	0.8326897594526024	0.41614877609678635	0.9999575136988024	0.9999560135595468	0.4146686213314109	0.9999146174698702	0.9999316749064227
